Date,Open,High,Low,Close,Volume,SMA_20,SMA_50,RSI_14,MACD,MACD_Signal,Bollinger_Upper,Bollinger_Lower,Target_Direction
2021-07-12,142.64981360326175,142.75713571421414,140.49362024221452,140.9814453125,76299700,132.87182121276857,127.2598486328125,84.23134037556213,4.0922827722567945,3.165490506641642,143.15951802344935,122.58412440208778,1
2021-07-13,140.52281615836105,143.8693021577807,140.13256225808664,142.09361267089844,100827100,133.61136207580566,127.54089172363281,83.73850553906306,4.2253535981018615,3.377463124933686,144.3308802058865,122.89184394572482,1
2021-07-14,144.49378305932458,145.92798987044893,144.08399692422722,145.51820373535156,127050800,134.56310844421387,127.86938751220703,87.664727278273,4.554645941462724,3.6128996882394935,145.9755686422043,123.15064824622343,0
2021-07-15,145.606036124653,146.3475248913628,143.50837933553277,144.86453247070312,106820300,135.45729331970216,128.27617141723633,86.07000931341281,4.708589004848022,3.8320375515611995,147.16691429319135,123.74767234621298,0
2021-07-16,144.84501166670194,146.11334481046933,142.32783277394142,142.82540893554688,93251400,136.16951942443848,128.63730270385742,79.27693595612077,4.612875407774453,3.9882051228038504,147.85086895046302,124.48816989841391,0
2021-07-19,140.2496710710599,140.56188618036083,138.22031752231123,138.9813232421875,121434600,136.75441970825196,128.88960556030273,65.37069957650812,4.178667031021206,4.026297504447322,147.71132709422267,125.79751232228124,1
2021-07-20,139.96677643113202,143.51814236544809,139.47895135835654,142.5912628173828,96350000,137.43005828857423,129.20064270019532,68.11808986935459,4.078827533511941,4.0368035102602455,148.05549699721698,126.80461957993147,0
2021-07-21,141.9863363279922,142.57173225410514,141.10825732605966,141.8594970703125,74993500,137.98715438842774,129.56260894775392,65.50325575409218,3.89574886437498,4.008592581083192,148.2943325466818,127.67997623017368,1
2021-07-22,142.38635852395822,144.59132208932277,142.25951926436974,143.2254180908203,77338200,138.6262062072754,129.97023529052734,66.83142281026434,3.816877522791117,3.9702495694247775,148.5417269488168,128.710685465734,1
2021-07-23,143.95719505824337,145.0987040459834,143.34253064667524,144.94259643554688,71447400,139.36526260375976,130.47347625732422,65.70489349913463,3.8485694448013987,3.945913544500102,148.81684875863115,129.91367644888837,1
2021-07-26,144.6596219111436,146.18163344756866,144.10349429509156,145.36209106445312,72434100,140.1399284362793,130.94217880249025,63.533934824001726,3.8630049159780526,3.929331818795692,148.82271000141697,131.45714687114162,0
2021-07-27,145.48890475095865,145.57672455410125,142.00584243486344,143.19613647460938,104818600,140.72482986450194,131.3191697692871,54.32727151915322,3.6575092076989506,3.8749672965763438,148.48332885885566,132.96633087014823,0
2021-07-28,141.28386358886817,143.3912710047507,139.06913408549428,141.44972229003906,118931200,141.14679794311525,131.6842578125,53.36162714175125,3.3155121883954735,3.7630762749401696,148.00436004162708,134.2892358446034,1
2021-07-29,141.16674849232268,142.98145741433956,141.05942643666242,142.09361267089844,56699500,141.5702278137207,132.08993225097657,51.074040451170525,3.061146665894114,3.6226903531309587,147.44806551967113,135.69239010777025,1
2021-07-30,140.86436116386733,142.7668758133756,140.60093147786202,142.30831909179688,70440600,141.98926849365233,132.5030226135254,52.80062300480007,2.8441001543092455,3.4669723133666164,146.63977630746263,137.33876067984204,0
2021-08-02,142.7961507964113,143.3717807887823,141.7131785780533,141.9766082763672,62880000,142.26050033569337,132.85835510253906,49.74462609103407,2.6151768091949634,3.296613212532286,146.1455305974533,138.37547007393343,1
2021-08-03,142.2595139229218,144.43520909857267,141.64484970305608,143.7717742919922,64786600,142.52099838256837,133.28627502441407,45.89635880453942,2.5492224539080723,3.1471350608074435,146.04356964972146,138.99842711541527,0
2021-08-04,143.68398028393025,144.19130756729243,142.71808142038705,143.37176513671875,56368300,142.63710098266603,133.67360855102538,46.450079032279135,2.4365882833463104,3.005025705315217,146.10818278256028,139.16601918277178,1
2021-08-05,143.40102641721816,144.24008597517638,142.61075233452527,143.4790802001953,46397700,142.82344970703124,134.0669903564453,51.71175922929078,2.3291354962792354,2.869847663508021,146.03268494785766,139.61421446620483,0
2021-08-06,143.0002897194494,143.74288917370467,142.296768169296,142.7950897216797,54126800,142.884375,134.44766845703126,61.967793988785836,2.1638426420712733,2.7286466592206717,146.03975631733965,139.72899368266036,0
2021-08-09,142.85377503335977,143.34233104572388,142.18934601312677,142.7462921142578,48908700,142.97261734008788,134.85800567626953,50.626516960356774,2.005787831577578,2.5840748936920535,146.00004423957336,139.9451904406024,0
2021-08-10,143.0882569205625,144.329193103289,141.9743500451473,142.26748657226562,69023100,142.98131103515624,135.27184036254883,51.68321468950739,1.8209024202161856,2.4314403989968802,145.99909301379387,139.9635290565186,1
2021-08-11,142.7071837820295,143.36184690994065,142.19908146277635,142.5215301513672,48493500,142.83147735595702,135.6971955871582,46.80268261374631,1.67556373762244,2.2802650667219924,145.60673873181827,140.05621598009577,1
2021-08-12,142.84394884807298,145.63848865290169,142.5019538202862,145.48214721679688,72282600,142.86235809326172,136.16654281616212,52.202083509782334,1.7787742366772932,2.179966900713053,145.74455479966792,139.9801613868555,1
2021-08-13,145.56034862237908,146.01959236929383,144.87637333214747,145.6873779296875,59375000,143.00545654296874,136.66965408325194,51.35123486056636,1.855737912615524,2.1151211030935473,146.15199527016395,139.85891781577354,1
2021-08-16,145.1401825389347,147.72953779617734,143.117568833467,147.6611328125,103296000,143.43944702148437,137.1663851928711,68.84847173160809,2.052339610482477,2.102564804571333,146.64283573094866,140.23605831202008,0
2021-08-17,146.79145827137637,148.20826698185215,145.67755174409092,146.75238037109375,92229700,143.64750289916992,137.6447459411621,74.08812198391607,2.1104907219129814,2.104149988039663,147.14587657496818,140.14912922337166,0
2021-08-18,146.37135309386304,147.27029417589944,142.80488601790597,143.0100860595703,86326000,143.7050323486328,138.0318701171875,53.24870888946104,1.8334689328334264,2.0500137769984157,147.11636269311037,140.29370200415525,1
2021-08-19,141.71055564175415,144.61257954567083,141.19268746182053,143.3423309326172,86960300,143.71087799072265,138.4180291748047,53.635067444407845,1.6220387012582194,1.9644187618503766,147.1191471599247,140.3026088215206,1
2021-08-20,144.06536865206095,145.10110479232438,143.4204712746936,144.79820251464844,60549600,143.70365829467772,138.85320907592774,59.19272122763166,1.5540413673797673,1.8823432829562547,147.10153753354123,140.3057790558142,1
2021-08-23,144.91543614181833,146.75241093803115,144.50505101044897,146.2834014892578,60131800,143.74972381591797,139.29389694213867,58.351531264587095,1.6015346408924813,1.8261815545435,147.26521602019852,140.23423161163743,0
2021-08-24,146.02932738546966,147.40705833624506,145.73619092005404,146.1954345703125,48606400,143.89968872070312,139.67174972534178,59.58808717008113,1.6134760594735837,1.7836404555295169,147.56830407769968,140.23107336370657,0
2021-08-25,146.3811188443998,146.8794554129226,144.41712946066949,144.9643096923828,58991300,144.0754180908203,140.0413703918457,54.685652667860516,1.5062352882196706,1.7281594220675478,147.5830781175582,140.56775806408243,0
2021-08-26,144.95452843061085,145.70689371393732,144.13374326132688,144.16305541992188,48597200,144.17889022827148,140.3850148010254,54.28400766477596,1.341131946690865,1.6507539269922114,147.56021580186493,140.79756465467804,1
2021-08-27,144.1044163600025,145.3453522818871,143.4692997760321,145.19879150390625,55802400,144.32341384887695,140.7173728942871,57.233275578857366,1.2791167433984754,1.5764264902734642,147.61397109529224,141.03285660246166,1
2021-08-30,145.58966053577964,149.97689795560206,145.20858752404757,149.6153564453125,90956700,144.70535125732422,141.164013671875,67.58649906142037,1.5682710752513742,1.5747954072690462,148.57184782415044,140.838854690498,0
2021-08-31,149.16587817080352,149.3026732146875,147.8272249811444,148.35487365722656,86453100,144.93450622558595,141.54954132080078,63.31990288826576,1.676393123377153,1.5951149504906676,149.0997442585562,140.7692681926157,1
2021-09-01,149.33200056452,151.43278500420377,148.85321040744938,149.01931762695312,80313700,145.21688385009764,141.915576171875,59.0229696255389,1.7950040119623907,1.6350927627850125,149.69037346656606,140.74339423362923,1
2021-09-02,150.34817499884036,151.17872592141703,148.91181958328025,150.13320922851562,71115500,145.54959030151366,142.30935272216797,60.838424659776386,1.9563343343465363,1.6993410770973174,150.4484396068028,140.65074099622453,1
2021-09-03,150.24072279818162,151.09082030337387,149.5860596037749,150.76837158203125,57808700,145.94825439453126,142.7214907836914,58.104012289177724,2.1111065486391,1.781694171405674,151.18905957330855,140.70744921575397,1
2021-09-07,151.42303452779782,153.66061425099002,150.85630782844845,153.10366821289062,82278300,146.46612319946288,143.18618865966798,65.41759267490443,2.3946001053341774,1.904275358191375,152.3785954290942,140.55365096983158,0
2021-09-08,153.3869624506755,153.4455867564318,150.45562788655243,151.5597686767578,74420200,146.9307373046875,143.587421875,73.23391988429316,2.4662614747304303,2.0166725814991864,152.91398860794038,140.94748600143464,0
2021-09-09,151.9310910707807,152.5368955037672,150.42633082753412,150.54359436035156,57305700,147.33184051513672,143.93808654785155,68.86820061601051,2.4132385397608402,2.0959857731515172,153.14363631379226,141.52004471648118,0
2021-09-10,151.45231569560596,151.9213251437336,145.2965089144569,145.56033325195312,140893200,147.33574981689452,144.17679290771486,51.68535003735325,1.9466699576786652,2.066122610056947,153.14240981270183,141.5290898210872,1
2021-09-13,147.18234237769772,147.9542540722246,145.34536758274157,146.12705993652344,102404300,147.35773391723632,144.42078399658203,49.63963292220207,1.6041494655551958,1.973727981156597,153.1414007889279,141.57406704554472,0
2021-09-14,146.9087519585389,147.61227358439965,143.5474852815467,144.7297821044922,109296300,147.21116638183594,144.58434020996094,46.81397865084087,1.2060482903613376,1.8201920429975453,153.10988614988963,141.31244661378224,1
2021-09-15,145.15971382126716,146.0195769004921,143.01983678244974,145.61895751953125,83281300,147.1544952392578,144.72548309326172,51.44454253627771,0.9513328923024744,1.6464202128585312,153.09341526998742,141.2155752085282,0
2021-09-16,145.0424954824605,145.5603636061977,143.85041774982722,145.3844757080078,68034100,147.2732147216797,144.81217834472656,52.76432304526891,0.7222230439889472,1.4615807790846147,152.9525608340852,141.59386860927418,0
2021-09-17,145.41377207009813,145.41377207009813,142.42379770872697,142.71693420410156,129868800,147.2419448852539,144.8714749145508,44.7693949257815,0.321695230394738,1.2336036693466395,153.01847465747966,141.46541511302814,0
2021-09-20,140.50868223734292,141.52487196661303,138.0365905336095,139.66836547851562,123478900,146.98545303344727,144.833310546875,27.753578478078666,-0.2389653222445247,0.9390898710284067,153.6118893043742,140.35901676252035,1
2021-09-21,140.6356810985669,141.29035906389458,139.51200859720305,140.14712524414062,75834000,146.67863922119142,144.8166241455078,30.9782681727428,-0.6373143742368939,0.6238090219753467,153.97619512243023,139.3810833199526,1
2021-09-22,141.1437990363316,143.07847626004042,140.41096517330857,142.5117645263672,76404300,146.49445571899415,144.82498718261718,36.02020794038841,-0.7535161745178414,0.3483439826767091,154.02556896393665,138.96334247405164,1
2021-09-23,143.29344195401745,143.71360778815728,142.30656438659437,143.46932983398438,64838200,146.41970672607422,144.78400970458983,35.587579928928605,-0.7595834160161701,0.12675850293813323,154.04386788279388,138.79554556935457,1
2021-09-24,142.326080458617,144.09465008430436,142.22836333396052,143.55723571777344,53477900,146.3894157409668,144.75786376953124,34.025855326179624,-0.7486682963634053,-0.04832685692217448,154.0560230694364,138.7228084124972,0
2021-09-27,142.14045701354505,142.6192471706429,140.52822848156046,142.04273986816406,74150700,146.2316131591797,144.7422103881836,24.57313150545201,-0.8523992157340672,-0.20914132868455304,154.12788935862886,138.3353369597305,0
2021-09-28,139.97125238193445,141.43691994614318,138.446960500684,138.66192626953125,108972300,145.68394165039064,144.73582244873046,22.65945066155699,-1.1936504599668467,-0.40604315494101184,154.09470735788872,137.27317594289255,1
2021-09-29,139.2091217179658,141.14379894035906,138.77919013309102,139.56088256835938,74602000,145.24424209594727,144.67521484375,26.60282769915112,-1.3756980780778463,-0.5999741395683788,153.98026449276256,136.50821969913198,0
2021-09-30,140.37188712321222,141.07540882378817,138.04635622911155,138.26132202148438,89056700,144.70634231567382,144.60325134277343,31.55554835794146,-1.6063191549459646,-0.801243142643896,153.78186368724835,135.6308209440993,1
2021-10-01,138.65214546670165,139.64880358400276,135.9260103602956,139.38497924804688,94639600,144.1689308166504,144.52644256591796,33.42931613193572,-1.6790630785220344,-0.9768071298195237,153.16394659218685,135.17391504111396,0
2021-10-04,138.5153657120816,138.9550779570537,135.10525501528176,135.95533752441406,98322000,143.42827911376952,144.34669738769531,30.392971171930512,-1.9905112122287107,-1.1795479463013612,152.57346092560908,134.28309730192996,1
2021-10-05,136.29731756814027,138.9843747661612,136.17028827499877,137.88023376464844,80861100,142.66710739135743,144.1970602416992,33.47237656382899,-2.0582864179092155,-1.3552956406229322,150.91131645203342,134.42289833068145,1
2021-10-06,136.27778622694314,138.8964387383312,135.20295726507902,138.7498779296875,83221100,142.0266128540039,144.10813507080078,36.204733612915874,-2.018557071098428,-1.4879479267180313,149.29447674480937,134.75874896319843,1
2021-10-07,139.7855986818326,140.9190518423827,139.45338427911526,140.0103302001953,61732700,141.49994964599608,144.0793472290039,44.02240066428255,-1.8638776915212816,-1.5631338796786816,147.60228233819373,135.39761695379843,0
2021-10-08,140.73341358342566,140.87997439192273,139.2970580219821,139.6292724609375,58773200,141.20339660644532,144.03006042480467,49.902130663586185,-1.751847140380022,-1.6008765318189497,147.04582849659795,135.3609647162927,0
2021-10-11,139.0137022391212,141.49555969160025,138.56422424355534,139.5413360595703,64452200,140.87411041259764,143.97472076416017,48.45313748027508,-1.651124716200286,-1.6109261686952172,146.27368049454705,135.47454033064824,0
2021-10-12,139.95170571768443,139.97125212650982,137.81182869231796,138.2710723876953,73035900,140.55117492675782,143.90061004638673,38.53051535466021,-1.654726474884825,-1.619686229933139,145.74857918344037,135.35377067007528,0
2021-10-13,138.00724781162134,138.16357433643927,136.01393179740973,137.68479919433594,78762700,140.15446701049805,143.7788705444336,34.03435417668656,-1.6854593157759155,-1.6328408471016944,144.91611087304898,135.39282314794713,1
2021-10-14,138.8573456179309,140.58683751822448,138.27107262847971,140.46957397460938,69907100,139.90872192382812,143.7208267211914,42.582166818308124,-1.468182962882139,-1.5999092702577835,143.99300339180184,135.82444045585441,1
2021-10-15,140.4793699361988,141.58349614959462,140.22531132197605,141.52487182617188,67940300,139.84911880493163,143.68174255371093,48.72779860690967,-1.1970374678933808,-1.5193349097849032,143.79323555432146,135.90500205554181,1
2021-10-18,140.16665727790686,143.4790650348245,139.883301471598,143.19570922851562,85589200,140.02548599243164,143.68975494384765,62.159315242051925,-0.8376739115996088,-1.3830027101478444,144.24164933772835,135.80932264713493,1
2021-10-19,143.64520263819782,145.75576773810008,143.19573955238386,145.3551483154297,76378900,140.2858871459961,143.7419320678711,64.55572668430426,-0.3743121792327031,-1.1812646039648163,145.13021073870445,135.44156355328775,1
2021-10-20,145.29650879090318,146.32247907181252,144.7297822080243,145.84368896484375,58418800,140.4524833679199,143.81345611572266,69.85670444192255,0.031958086583330214,-0.938620065855187,145.82002779341866,135.08493894242116,1
2021-10-21,145.40400691653662,146.21501151275598,144.48551942420278,146.0586700439453,61421000,140.58195037841796,143.8841989135742,68.35041104833479,0.3670462944691337,-0.6774867937903228,146.3647336241548,134.7991671326811,0
2021-10-22,146.26387023963363,146.74264548774926,145.23789985010384,145.28675842285156,58883400,140.66842651367188,143.8802911376953,80.05035713864527,0.5638199315064298,-0.4292254487309723,146.6855266766564,134.65132635068736,0
2021-10-25,145.27697769272697,145.95118723150932,144.24124155296286,145.23789978027344,50720600,140.82818450927735,143.87130157470702,76.95062733069226,0.7076644570535677,-0.20184746757406433,147.16034128259255,134.49602773596214,1
2021-10-26,145.91210950073977,147.38754297777294,145.5994265625498,145.90234375,60893400,141.1902053833008,143.83612579345703,76.59884512719944,0.8653026845452985,0.011582562849808242,147.82171278728347,134.5586979793181,0
2021-10-27,145.94139101285785,146.30291753836434,145.09130868119013,145.4430694580078,56094900,141.48431472778321,143.8099395751953,71.48365374171826,0.9423101536229126,0.19772808100442912,148.32986470000716,134.63876475555927,1
2021-10-28,146.3908846714247,149.66419997930225,146.29316753585874,149.07794189453125,100077900,142.02514572143554,143.93129669189454,79.71708616797457,1.2818663975104414,0.4145557443056316,149.48052755421196,134.5697638886591,0
2021-10-29,143.85037288076313,146.5081176612954,143.05891485963772,146.37132263183594,124953200,142.374462890625,143.9918765258789,68.44308564553478,1.3173796799137278,0.595120531427251,149.96248998085522,134.7864358003948,0
2021-11-01,145.57987978563986,146.2736207539483,144.4171144592604,145.55056762695312,74588300,142.85422439575194,144.006923828125,70.14596746200057,1.26471726910043,0.7290398789618868,149.92938904881504,135.77905974268884,1
2021-11-02,145.25741606122364,148.10081443519022,145.2476354029817,146.58628845214844,69122000,143.28952713012694,144.0129815673828,74.03686569107514,1.2916664174064465,0.8415651866507987,150.1440029714937,136.43505128876018,1
2021-11-03,146.94783044977856,148.49166875101167,146.39088452432864,148.0226593017578,54511500,143.75316619873047,144.04952606201172,71.99766779810454,1.4126428672742293,0.9557807227754849,150.56906305220622,136.93726934525472,0
2021-11-04,148.11061107430388,148.94114717338857,147.19212358039826,147.5048065185547,60394600,144.12789001464844,144.10033599853514,67.97884199854116,1.450016298370656,1.054627837894519,150.90130184434773,137.35447818494916,1
2021-11-05,148.6301118041856,148.9334561453401,146.83938576662882,148.033203125,65463900,144.54808654785157,144.17773895263673,65.61687211336874,1.5049243705601896,1.1446871444276532,151.18781339995186,137.90835969575127,0
2021-11-08,148.1603949099799,148.31696452355757,146.93722280009231,147.21121215820312,55020900,144.93158035278321,144.21798736572265,56.558256494420256,1.4652214511856982,1.2087940057792623,151.23098229233386,138.63217841323257,1
2021-11-09,146.97639448653322,148.17999196283563,146.83939977322487,147.57330322265625,56787900,145.39669189453124,144.17714630126954,56.16656112703273,1.4463022522454025,1.2562956550724904,150.95559118398612,139.83779260507637,0
2021-11-10,146.8002045627489,146.90784428839714,144.67677991250417,144.74526977539062,65187100,145.74971542358398,144.1049542236328,46.052818629136915,1.1893993313308613,1.2429163903241647,149.9859007915428,141.51353005562515,0
2021-11-11,145.76299817171153,146.22289720379737,144.51045604306032,144.69638061523438,41000000,145.96105575561523,144.01849548339842,48.14511899408505,0.9706677157719241,1.1884666554137167,149.44262652994152,142.47948498128895,1
2021-11-12,145.24435777936998,147.1720784304826,144.31474986015922,146.77088928222656,63804000,146.22335662841797,143.95124908447266,54.27258901900478,0.9537229224214627,1.141517908815266,149.0209649696365,143.42574828719944,1
2021-11-15,147.14273967083545,148.620341460146,146.22291165316477,146.7806854248047,59222800,146.40260543823243,143.87149536132813,52.54073751700431,0.9303599085500025,1.0992863087622133,148.8165026121342,143.98870826433065,1
2021-11-16,146.72193826652372,148.23867461686362,146.1348097014568,147.75918579101562,59256200,146.5228073120117,143.7646057128906,56.50433782499407,0.9795101701028557,1.0753310810303418,148.95642912925868,144.08918549476473,1
2021-11-17,147.75919078814144,151.67334153749616,147.7494107865361,150.1957550048828,88807000,146.74041061401368,143.73732543945312,53.36567131950193,1.201225894418826,1.1005100437080386,149.6500774802345,143.83074374779287,1
2021-11-18,150.41104477831504,155.26458367795593,149.76520627698585,154.48175048828125,137827700,147.16156463623048,143.8160885620117,72.29919709884939,1.703148384858622,1.2210377119381555,151.6602293428969,142.66289992956405,1
2021-11-19,154.26646446197273,157.56414670764048,153.17050700157068,157.10423278808594,117305600,147.7524383544922,144.04696655273438,78.90266367708212,2.2861842701180137,1.434067023574127,153.9846051872842,141.5202715217002,1
2021-11-22,158.20998681834752,162.14371301680876,157.54458827093626,157.5641632080078,117467900,148.3687515258789,144.27570861816406,78.27686444794858,2.75361499126808,1.6979766171129178,155.86386913889086,140.87363391286695,1
2021-11-23,157.66200120676388,158.3274146566765,155.64621578340464,157.94578552246094,96041900,148.97092361450194,144.54002868652344,77.02868276723119,3.1188982196324275,1.9821609376168199,157.4961052797943,140.44574194920958,1
2021-11-24,157.29995411244806,158.66012108108276,156.2137765381209,158.46441650390625,69463600,149.6219909667969,144.79693786621092,79.85059925706918,3.4109180555359444,2.267912361200645,158.96264134279843,140.28134059079534,0
2021-11-26,156.14527755829806,157.00638063396804,153.00416477836075,153.4445037841797,76959800,149.8403190612793,144.95813842773438,61.84146293413578,3.2003887863022555,2.454407646220967,159.3303590654214,140.35027905713721,1
2021-11-29,155.94955010034442,157.7304958999759,155.38199643665857,156.80088806152344,88748200,150.36179733276367,145.2398175048828,68.8896997516716,3.266718289382453,2.6168697748532646,160.18942621001946,140.53416845550788,1
2021-11-30,156.5562854284138,161.9675988704111,156.4877806077615,161.7523193359375,174048100,151.1718849182129,145.68149658203126,73.65322839295624,3.676444260530957,2.8287846719888035,161.95429844266948,140.3894713937563,0
2021-12-01,163.88548659020162,166.64497001692308,160.99880341826756,161.23365783691406,152052500,151.90425338745118,146.1032272338867,79.80190221093548,3.9141831296223017,3.0458643635155034,163.3449140652089,140.46359270969344,0
2021-12-02,155.33309702351335,160.6759050938818,154.4132690949476,160.24534606933594,136739200,152.51538772583007,146.45789886474608,77.18090443950922,3.977000015632086,3.23209149393882,164.38093941680194,140.6498360348582,0
2021-12-03,160.49978216462458,161.41961013164072,156.29206642790317,158.36656188964844,118023100,153.05847549438477,146.7558435058594,70.40987665992367,3.8310190656575003,3.351877008282556,164.95265969017782,141.1642912985917,1
2021-12-06,160.76397340255957,164.27693555746282,160.7541933995356,161.77188110351562,107497000,153.74540939331055,147.12013641357422,73.56918277468068,3.9446375855510496,3.470429123736255,165.99906788278577,141.49175090383534,1
2021-12-07,165.4511829707639,167.89752761795768,164.72705957992557,167.506103515625,120405400,154.76015396118163,147.62940368652343,77.00746530922642,4.446132657253571,3.6655698304397184,168.05272833264655,141.4675795897167,1
2021-12-08,168.43568937410808,172.18349034092375,167.03637277945757,171.32237243652344,116998900,155.947607421875,148.2826126098633,77.84364087709378,5.092805431824303,3.9510169507166357,170.69991233802287,141.19530250572714,0
2021-12-09,171.15604705270513,172.95655298827864,170.18728927314578,170.8135528564453,108923700,157.25102157592772,148.907666015625,73.90431582469053,5.500830625663241,4.260979685705957,172.43599387292915,142.0660492789263,1
2021-12-10,171.4496414446743,175.7747774084515,170.94079752796398,175.5986328125,115402700,158.796134185791,149.65441223144532,75.45798363277461,6.139536735556675,4.636691095676101,174.8653230185697,142.7269453530123,0
2021-12-13,177.23275419312068,178.22108688608395,171.76273170193855,171.96823120117188,153237000,160.05600128173828,150.3060772705078,68.23583638331255,6.280376587867977,4.965428194114477,176.10652522192896,144.0054773415476,0
2021-12-14,171.48873864529648,173.92530298904865,168.51399049049428,170.58848571777344,139380400,161.24639129638672,150.998740234375,65.61136564215306,6.209084791568785,5.214159513605338,176.67057199552875,145.8222105972447,1
2021-12-15,171.3517820953112,175.6475631254731,168.6118728318842,175.4518585205078,131063300,162.63102493286132,151.7501727294922,68.94367345160782,6.470431957745461,5.465414002433363,177.92874952599715,147.3333003397255,0
